,cpu,mem
17170,743.45,27.77
17171,743.45,27.77
17172,796.03,27.77
17173,796.03,27.77
17174,795.17,27.77
17175,795.17,27.77
17176,794.07,27.77
17177,794.07,27.77
17178,797.29,27.77
17179,797.29,27.77
17180,655.85,33.61
17181,655.85,33.61
17182,100.00,33.63
17183,100.00,33.63
17184,210.30,7.91
17185,210.30,7.91
17186,100.09,12.35
17187,100.09,12.35
17188,99.95,16.06
17189,99.95,16.06
17190,441.07,24.71
17191,441.07,24.71
17192,798.45,24.71
17193,798.45,24.71
17194,797.30,24.71
17195,797.30,24.71
17196,795.39,24.71
17197,795.39,24.71
17198,797.93,24.71
17199,797.93,24.71
17200,796.41,24.71
17201,796.41,24.71
17202,796.06,24.71
17203,796.06,24.71
17204,795.15,24.71
17205,795.15,24.71
17206,784.41,24.71
17207,784.41,24.71
17208,138.11,32.51
17209,138.11,32.51
17210,99.96,28.67
17211,99.96,28.67
17212,100.52,17.26
17213,100.52,17.26
17214,100.19,21.03
17215,100.19,21.03
17216,188.53,30.48
17217,188.53,30.48
17218,798.25,30.48
17219,798.25,30.48
17220,794.95,30.48
17221,794.95,30.48
17222,796.94,30.48
17223,796.94,30.48
17224,796.29,30.48
17225,796.29,30.48
17226,795.31,30.48
17227,795.31,30.48
17228,795.31,30.48
17229,796.10,30.48
17230,796.10,30.48
17231,798.23,30.48
17232,798.23,30.48
17233,477.38,37.59
17234,477.38,37.59
17235,99.53,37.60
17236,99.53,37.60
17237,190.97,6.74
17238,190.97,6.74
17239,100.10,11.32
17240,100.10,11.32
17241,100.23,19.10
17242,100.23,19.10
17243,743.67,21.21
17244,743.67,21.21
17245,797.80,21.21
17246,797.80,21.21
17247,795.03,21.21
17248,795.03,21.21
17249,795.28,21.21
17250,795.28,21.21
17251,798.45,21.21
17252,798.45,21.21
17253,795.87,21.21
17254,795.87,21.21
17255,737.45,22.15
17256,737.45,22.15
17257,107.80,27.84
17258,107.80,27.84
17259,99.97,18.85
17260,99.97,18.85
17261,100.59,18.36
17262,100.59,18.36
17263,100.02,22.02
17264,100.02,22.02
17265,176.33,32.40
17266,176.33,32.40
17267,795.70,32.41
17268,795.70,32.41
17269,796.12,32.41
17270,796.12,32.41
17271,795.86,32.40
17272,795.86,32.40
17273,795.40,32.40
17274,795.40,32.40
17275,796.37,32.40
17276,796.37,32.40
17277,798.15,32.40
17278,798.15,32.40
17279,797.16,32.40
17280,797.16,32.40
17281,794.01,32.40
17282,794.01,32.40
17283,707.39,32.40
17284,707.39,32.40
17285,120.82,40.55
17286,120.82,40.55
17287,120.82,40.55
17288,100.24,40.56
17289,100.24,40.56
17290,222.52,7.02
17291,222.52,7.02
17292,100.37,10.89
17293,100.37,10.89
17294,469.45,17.13
17295,469.45,17.13
17296,790.23,17.13
17297,790.23,17.13
17298,794.26,17.13
17299,794.26,17.13
17300,796.51,17.13
17301,796.51,17.13
17302,797.02,17.13
17303,797.02,17.13
17304,570.07,22.39
17305,570.07,22.39
17306,99.67,12.62
17307,99.67,12.62
17308,100.50,16.38
17309,100.50,16.38
17310,100.31,19.93
17311,100.31,19.93
17312,99.71,23.56
17313,99.71,23.56
17314,351.24,33.77
17315,351.24,33.77
17316,796.17,33.77
17317,796.17,33.77
17318,796.67,33.77
17319,796.67,33.77
17320,791.16,33.77
17321,791.16,33.77
17322,802.13,33.77
17323,802.13,33.77
17324,797.55,33.77
17325,797.55,33.77
17326,794.23,33.77
17327,794.23,33.77
17328,796.76,33.77
17329,796.76,33.77
17330,796.40,33.77
17331,796.40,33.77
17332,801.59,33.77
17333,801.59,33.77
17334,752.62,33.77
17335,752.62,33.77
17336,124.60,42.83
17337,124.60,42.83
17338,100.17,42.84
17339,100.17,42.84
17340,250.21,13.14
17341,250.21,13.14
17342,321.08,6.80
17343,321.08,6.80
17344,321.08,6.80
17345,129.18,14.07
17346,129.18,14.07
17347,795.31,14.07
17348,795.31,14.07
17349,798.13,14.07
17350,798.13,14.07
17351,795.52,14.07
17352,795.52,14.07
17353,390.42,18.00
17354,390.42,18.00
17355,100.05,15.78
17356,100.05,15.78
17357,100.39,17.37
17358,100.39,17.37
17359,99.97,20.91
17360,99.97,20.91
17361,100.22,24.49
17362,100.22,24.49
17363,545.78,34.15
17364,545.78,34.15
17365,795.50,34.15
17366,795.50,34.15
17367,795.29,34.15
17368,795.29,34.15
17369,797.77,34.15
17370,797.77,34.15
17371,795.85,34.15
17372,795.85,34.15
17373,795.74,34.15
17374,795.74,34.15
17375,797.67,34.15
17376,797.67,34.15
17377,800.12,34.15
17378,800.12,34.15
17379,794.86,34.15
17380,794.86,34.15
17381,795.66,34.15
17382,795.66,34.15
17383,796.96,34.15
17384,796.96,34.15
17385,786.90,34.15
17386,786.90,34.15
17387,225.81,43.76
17388,225.81,43.76
17389,100.33,43.78
17390,100.33,43.78
17391,99.88,21.37
17392,99.88,21.37
17393,353.36,16.53
17394,353.36,16.53
17395,688.22,18.39
17396,688.22,18.39
17397,100.02,7.93
17398,100.02,7.93
17399,615.84,11.29
17400,615.84,11.29
17401,795.34,11.29
17402,795.34,11.29
17403,795.34,11.29
17404,228.94,8.86
17405,228.94,8.86
17406,100.10,14.59
17407,100.10,14.59
17408,100.36,18.12
17409,100.36,18.12
17410,100.18,21.68
17411,100.18,21.68
17412,241.12,32.91
17413,241.12,32.91
17414,795.41,32.91
17415,795.41,32.91
17416,795.94,32.91
17417,795.94,32.91
17418,796.17,32.91
17419,796.17,32.91
17420,796.29,32.91
17421,796.29,32.91
17422,796.06,32.91
17423,796.06,32.91
17424,795.54,32.91
17425,795.54,32.91
17426,795.39,32.91
17427,795.39,32.91
17428,796.11,32.91
17429,796.11,32.91
17430,794.45,32.91
17431,794.45,32.91
17432,797.52,32.91
17433,797.52,32.91
17434,784.07,32.91
17435,784.07,32.91
17436,188.00,42.52
17437,188.00,42.52
17438,99.92,42.54
17439,99.92,42.54
17440,100.09,14.20
17441,100.09,14.20
17442,242.97,20.00
17443,242.97,20.00
17444,795.98,20.00
17445,795.98,20.00
17446,794.09,20.00
17447,794.09,20.00
17448,132.98,6.21
17449,132.98,6.21
17450,552.37,8.95
17451,552.37,8.95
17452,320.23,8.30
17453,320.23,8.30
17454,100.08,13.91
17455,100.08,13.91
17456,100.50,17.48
17457,100.50,17.48
17458,100.19,21.05
17459,100.19,21.05
17460,428.94,31.17
17461,428.94,31.17
17462,793.35,31.17
17463,793.35,31.17
17464,793.35,31.17
17465,799.81,31.17
17466,799.81,31.17
17467,794.85,31.17
17468,794.85,31.17
17469,796.76,31.17
17470,796.76,31.17
17471,794.16,31.17
17472,794.16,31.17
17473,796.56,31.17
17474,796.56,31.17
17475,796.39,31.17
17476,796.39,31.17
17477,797.10,31.17
17478,797.10,31.17
17479,798.39,31.17
17480,798.39,31.17
17481,798.43,31.17
17482,798.43,31.17
17483,668.72,36.86
17484,668.72,36.86
17485,101.40,40.61
17486,101.40,40.61
17487,99.81,40.61
17488,99.81,40.61
17489,100.09,16.07
17490,100.09,16.07
17491,100.20,22.77
17492,100.20,22.77
17493,763.12,24.11
17494,763.12,24.11
17495,795.94,24.11
17496,795.94,24.11
17497,793.36,24.11
17498,793.36,24.11
17499,567.61,28.54
17500,567.61,28.54
17501,133.54,7.86
17502,133.54,7.86
17503,327.14,8.92
17504,327.14,8.92
17505,100.15,13.51
17506,100.15,13.51
17507,99.82,17.07
17508,99.82,17.07
17509,99.96,26.94
17510,99.96,26.94
17511,749.76,28.64
17512,749.76,28.64
17513,794.11,28.64
17514,794.11,28.64
17515,795.95,28.64
17516,795.95,28.64
17517,798.65,28.64
17518,798.65,28.64
17519,796.73,28.64
17520,796.73,28.64
17521,793.85,28.64
17522,793.85,28.64
17523,793.85,28.64
17524,795.66,28.64
17525,795.66,28.64
17526,798.77,28.64
17527,798.77,28.64
17528,796.11,28.64
17529,796.11,28.64
17530,792.23,28.64
17531,792.23,28.64
17532,198.72,37.51
17533,198.72,37.51
17534,99.83,37.52
17535,99.83,37.52
17536,100.68,24.09
17537,100.68,24.09
17538,100.25,19.55
17539,100.25,19.55
17540,282.01,27.32
17541,282.01,27.32
17542,796.04,27.32
17543,796.04,27.32
17544,793.66,27.32
17545,793.66,27.32
17546,796.66,27.32
17547,796.66,27.32
17548,795.90,27.32
17549,795.90,27.32
17550,797.81,27.32
17551,797.81,27.32
17552,150.45,33.02
17553,150.45,33.02
17554,220.72,5.51
17555,220.72,5.51
17556,100.57,11.56
17557,100.57,11.56
17558,100.28,15.19
17559,100.28,15.19
17560,212.09,25.24
17561,212.09,25.24
17562,794.01,25.24
17563,794.01,25.24
17564,799.44,25.24
17565,799.44,25.24
17566,797.02,25.24
17567,797.02,25.24
17568,796.89,25.24
17569,796.89,25.24
17570,795.14,25.24
17571,795.14,25.24
17572,799.43,25.24
17573,799.43,25.24
17574,792.95,25.24
17575,792.95,25.24
17576,789.73,25.24
17577,789.73,25.24
17578,789.73,25.24
17579,692.74,25.24
17580,692.74,25.24
17581,180.29,33.20
17582,180.29,33.20
17583,99.96,33.22
17584,99.96,33.22
17585,100.14,16.49
17586,100.14,16.49
17587,100.04,20.21
17588,100.04,20.21
17589,100.29,27.13
17590,100.29,27.13
17591,702.22,30.66
17592,702.22,30.66
17593,795.79,30.66
17594,795.79,30.66
17595,796.72,30.66
17596,796.72,30.66
17597,794.09,30.66
17598,794.09,30.66
17599,797.57,30.66
17600,797.57,30.66
17601,793.83,30.66
17602,793.83,30.66
17603,798.34,30.66
17604,798.34,30.66
17605,523.68,37.76
17606,523.68,37.76
17607,100.08,37.78
17608,100.08,37.78
17609,173.55,5.29
17610,173.55,5.29
17611,100.45,10.80
17612,100.45,10.80
17613,99.96,14.58
17614,99.96,14.58
17615,567.60,21.70
17616,567.60,21.70
17617,795.02,21.70
17618,795.02,21.70
17619,798.31,21.70
17620,798.31,21.70
17621,793.38,21.70
17622,793.38,21.70
17623,798.36,21.70
17624,798.36,21.70
17625,795.92,21.70
17626,795.92,21.70
17627,788.28,21.70
17628,788.28,21.70
17629,220.45,28.48
17630,220.45,28.48
17631,100.06,16.54
17632,100.06,16.54
17633,100.21,17.63
17634,100.21,17.63
17635,100.42,21.35
17636,100.42,21.35
17637,100.42,21.35
17638,99.97,29.28
17639,99.97,29.28
17640,712.42,32.56
17641,712.42,32.56
17642,794.85,32.57
17643,794.85,32.57
17644,798.88,32.57
17645,798.88,32.57
17646,795.49,32.57
17647,795.49,32.57
17648,795.82,32.57
17649,795.82,32.57
17650,797.28,32.57
17651,797.28,32.57
17652,797.24,32.57
17653,797.24,32.57
17654,793.46,32.57
17655,793.46,32.57
17656,793.74,32.57
17657,793.74,32.57
17658,350.19,40.71
17659,350.19,40.71
17660,100.24,40.72
17661,100.24,40.72
17662,212.63,5.20
17663,212.63,5.20
17664,100.17,10.03
17665,100.17,10.03
17666,272.73,17.56
17667,272.73,17.56
17668,796.50,17.56
17669,796.50,17.56
17670,792.67,17.56
17671,792.67,17.56
17672,798.57,17.56
17673,798.57,17.56
17674,792.98,17.56
17675,792.98,17.56
17676,756.17,21.17
17677,756.17,21.17
17678,113.60,22.98
17679,113.60,22.98
17680,100.13,20.34
17681,100.13,20.34
17682,100.01,19.06
17683,100.01,19.06
17684,99.90,22.67
17685,99.90,22.67
17686,153.23,33.92
17687,153.23,33.92
17688,797.79,33.92
17689,797.79,33.92
17690,796.03,33.92
17691,796.03,33.92
17692,795.42,33.92
17693,795.42,33.92
17694,798.26,33.92
17695,798.26,33.92
17696,798.26,33.92
17697,797.19,33.92
17698,797.19,33.92
17699,794.92,33.92
17700,794.92,33.92
17701,797.82,33.92
17702,797.82,33.92
17703,796.88,33.92
17704,796.88,33.92
17705,787.82,33.92
17706,787.82,33.92
17707,790.65,33.92
17708,790.65,33.92
17709,245.79,42.82
17710,245.79,42.82
17711,100.36,42.91
17712,100.36,42.91
17713,100.32,19.91
17714,100.32,19.91
17715,438.33,4.26
17716,438.33,4.26
17717,99.75,9.14
17718,99.75,9.14
17719,491.33,14.38
17720,491.33,14.38
17721,798.28,14.38
17722,798.28,14.38
17723,795.71,14.38
17724,795.71,14.38
17725,657.25,18.43
17726,657.25,18.43
17727,100.33,12.17
17728,100.33,12.17
17729,100.60,16.18
17730,100.60,16.18
17731,99.81,19.70
17732,99.81,19.70
17733,100.45,23.25
17734,100.45,23.25
17735,282.52,34.28
17736,282.52,34.28
17737,796.85,34.28
17738,796.85,34.28
17739,797.84,34.28
17740,797.84,34.28
17741,795.95,34.28
17742,795.95,34.28
17743,796.67,34.28
17744,796.67,34.28
17745,797.62,34.28
17746,797.62,34.28
17747,792.82,34.28
17748,792.82,34.28
17749,798.22,34.28
17750,798.22,34.28
17751,796.18,34.28
17752,796.18,34.28
17753,796.30,34.28
17754,796.30,34.28
17755,796.30,34.28
17756,797.66,34.28
17757,797.66,34.28
17758,783.55,34.28
17759,783.55,34.28
17760,177.12,43.89
17761,177.12,43.89
17762,100.10,43.90
17763,100.10,43.90
17764,100.24,13.03
17765,100.24,13.03
17766,494.82,16.28
17767,494.82,16.28
17768,473.26,5.72
17769,473.26,5.72
17770,133.09,11.20
17771,133.09,11.20
17772,795.33,11.20
17773,795.33,11.20
17774,719.89,13.91
17775,719.89,13.91
17776,100.07,11.96
17777,100.07,11.96
17778,99.93,15.68
17779,99.93,15.68
17780,99.97,19.17
17781,99.97,19.17
17782,100.34,22.72
17783,100.34,22.72
17784,442.37,32.91
17785,442.37,32.91
17786,790.91,32.91
17787,790.91,32.91
17788,799.06,32.91
17789,799.06,32.91
17790,794.68,32.91
17791,794.68,32.91
17792,796.69,32.91
17793,796.69,32.91
17794,795.77,32.91
17795,795.77,32.91
17796,795.51,32.91
17797,795.51,32.91
17798,798.79,32.91
17799,798.79,32.91
17800,797.05,32.91
17801,797.05,32.91
17802,797.62,32.91
17803,797.62,32.91
17804,796.50,32.91
17805,796.50,32.91
17806,643.19,42.51
17807,643.19,42.51
17808,99.54,42.53
17809,99.54,42.53
17810,100.10,42.55
17811,100.10,42.55
17812,100.10,42.55
17813,100.08,15.61
17814,100.08,15.61
17815,487.10,20.00
17816,487.10,20.00
17817,796.39,20.00
17818,796.39,20.00
17819,545.75,23.01
17820,545.75,23.01
17821,158.01,9.18
17822,158.01,9.18
17823,771.96,10.78
17824,771.96,10.78
17825,101.60,11.97
17826,101.60,11.97
17827,100.21,15.19
17828,100.21,15.19
17829,100.17,18.74
17830,100.17,18.74
17831,100.67,25.56
17832,100.67,25.56
17833,646.09,31.25
17834,646.09,31.25
17835,799.19,31.25
17836,799.19,31.25
17837,794.20,31.25
17838,794.20,31.25
17839,796.03,31.25
17840,796.03,31.25
17841,797.44,31.25
17842,797.44,31.25
17843,789.81,31.25
17844,789.81,31.25
17845,801.92,31.25
17846,801.92,31.25
17847,799.37,31.25
17848,799.37,31.25
17849,797.24,31.25
17850,797.24,31.25
17851,795.42,31.25
17852,795.42,31.25
17853,727.02,31.25
17854,727.02,31.25
17855,132.00,40.68
17856,132.00,40.68
17857,99.85,40.69
17858,99.85,40.69
17859,100.29,15.33
17860,100.29,15.33
17861,100.33,19.35
17862,100.33,19.35
17863,677.42,23.72
17864,677.42,23.72
17865,791.80,23.72
17866,791.80,23.72
17867,798.46,23.72
17868,798.46,23.72
17869,798.46,23.72
17870,792.42,23.72
17871,792.42,23.72
17872,143.55,28.04
17873,143.55,28.04
17874,402.93,3.94
17875,402.93,3.94
17876,99.67,11.81
17877,99.67,11.81
17878,100.21,15.37
17879,100.21,15.37
17880,100.62,18.97
17881,100.62,18.97
17882,404.67,28.70
17883,404.67,28.70
17884,792.90,28.70
17885,792.90,28.70
17886,800.39,28.70
17887,800.39,28.70
17888,794.58,28.70
17889,794.58,28.70
17890,793.59,28.70
17891,793.59,28.70
17892,798.29,28.70
17893,798.29,28.70
17894,795.46,28.70
17895,795.46,28.70
17896,791.56,28.70
17897,791.56,28.70
17898,797.99,28.70
17899,797.99,28.70
17900,798.73,28.70
17901,798.73,28.70
17902,623.84,37.56
17903,623.84,37.56
17904,100.45,37.57
17905,100.45,37.57
17906,99.99,37.57
17907,99.99,37.57
17908,99.39,17.25
17909,99.39,17.25
17910,100.57,21.14
17911,100.57,21.14
17912,569.02,27.32
17913,569.02,27.32
17914,796.02,27.32
17915,796.02,27.32
17916,797.20,27.32
17917,797.20,27.32
17918,798.63,27.32
17919,798.63,27.32
17920,795.68,27.32
17921,795.68,27.32
17922,767.40,27.32
17923,767.40,27.32
17924,121.53,33.03
17925,121.53,33.03
17926,210.84,6.24
17927,210.84,6.24
17928,210.84,6.24
17929,100.20,11.82
17930,100.20,11.82
17931,99.92,15.43
17932,99.92,15.43
17933,254.04,25.24
17934,254.04,25.24
17935,795.65,25.24
17936,795.65,25.24
17937,797.33,25.24
17938,797.33,25.24
17939,793.94,25.24
17940,793.94,25.24
17941,792.84,25.24
17942,792.84,25.24
17943,802.77,25.24
17944,802.77,25.24
17945,796.18,25.24
17946,796.18,25.24
17947,796.85,25.24
17948,796.85,25.24
17949,791.09,25.24
17950,791.09,25.24
17951,568.97,33.20
17952,568.97,33.20
17953,100.13,33.21
17954,100.13,33.21
17955,100.53,19.10
17956,100.53,19.10
17957,99.95,18.13
17958,99.95,18.13
17959,99.97,21.94
17960,99.97,21.94
17961,391.55,30.16
17962,391.55,30.16
17963,799.48,30.16
17964,799.48,30.16
17965,793.03,30.16
17966,793.03,30.16
17967,800.22,30.16
17968,800.22,30.16
17969,793.30,30.16
17970,793.30,30.16
17971,797.45,30.16
17972,797.45,30.16
17973,793.57,30.16
17974,793.57,30.16
17975,793.57,30.16
17976,746.15,30.16
17977,746.15,30.16
17978,186.90,37.12
17979,186.90,37.12
17980,174.97,2.21
17981,174.97,2.21
17982,102.03,9.69
17983,102.03,9.69
17984,100.18,13.45
17985,100.18,13.45
17986,357.13,21.70
17987,357.13,21.70
17988,798.61,21.70
17989,798.61,21.70
17990,792.08,21.70
17991,792.08,21.70
17992,799.49,21.70
17993,799.49,21.70
17994,796.74,21.70
17995,796.74,21.70
17996,791.71,21.70
17997,791.71,21.70
17998,794.52,21.70
17999,794.52,21.70
18000,686.50,28.47
18001,686.50,28.47
18002,100.65,28.49
18003,100.65,28.49
18004,99.69,19.79
18005,99.69,19.79
18006,99.88,18.71
18007,99.88,18.71
18008,100.10,22.36
18009,100.10,22.36
18010,200.95,32.56
18011,200.95,32.56
18012,795.77,32.56
18013,795.77,32.56
18014,794.71,32.56
18015,794.71,32.56
18016,798.43,32.57
18017,798.43,32.57
18018,796.62,32.56
18019,796.62,32.56
18020,792.96,32.56
18021,792.96,32.56
18022,799.65,32.56
18023,799.65,32.56
18024,793.88,32.56
18025,793.88,32.56
18026,796.80,32.56
18027,796.80,32.56
18028,796.80,32.56
18029,775.49,32.56
18030,775.49,32.56
18031,181.84,40.71
18032,181.84,40.71
18033,100.18,40.72
18034,100.18,40.72
18035,210.37,6.20
18036,210.37,6.20
18037,99.84,10.54
18038,99.84,10.54
18039,326.18,18.00
18040,326.18,18.00
18041,797.99,18.00
18042,797.99,18.00
18043,794.49,18.00
18044,794.49,18.00
18045,796.25,18.00
18046,796.25,18.00
18047,795.37,18.00
18048,795.37,18.00
18049,797.54,18.00
18050,797.54,18.00
18051,290.45,23.56
18052,290.45,23.56
18053,100.24,15.95
18054,100.24,15.95
18055,100.33,17.56
18056,100.33,17.56
18057,100.17,21.13
18058,100.17,21.13
18059,99.88,24.75
18060,99.88,24.75
18061,521.21,34.06
18062,521.21,34.06
18063,795.50,34.06
18064,795.50,34.06
18065,799.22,34.06
18066,799.22,34.06
18067,793.92,34.06
18068,793.92,34.06
18069,795.31,34.06
18070,795.31,34.06
18071,798.90,34.06
18072,798.90,34.06
18073,798.06,34.06
18074,798.06,34.06
18075,795.40,34.06
18076,795.40,34.06
18077,796.84,34.06
18078,796.84,34.06
18079,797.31,34.06
18080,797.31,34.06
18081,796.76,34.06
18082,796.76,34.06
18083,302.58,42.80
18084,302.58,42.80
18085,302.58,42.80
18086,99.74,43.02
18087,99.74,43.02
18088,179.11,12.80
18089,179.11,12.80
18090,423.58,7.09
18091,423.58,7.09
18092,100.11,10.29
18093,100.11,10.29
18094,655.07,14.70
18095,655.07,14.70
18096,794.08,14.70
18097,794.08,14.70
18098,796.47,14.70
18099,796.47,14.70
18100,698.85,18.90
18101,698.85,18.90
18102,100.22,11.50
18103,100.22,11.50
18104,100.28,15.95
18105,100.28,15.95
18106,100.18,19.51
18107,100.18,19.51
18108,100.14,23.03
18109,100.14,23.03
18110,220.23,34.40
18111,220.23,34.40
18112,799.11,34.40
18113,799.11,34.40
18114,795.37,34.40
18115,795.37,34.40
18116,797.68,34.40
18117,797.68,34.40
18118,794.44,34.40
18119,794.44,34.40
18120,794.72,34.40
18121,794.72,34.40
18122,800.84,34.40
18123,800.84,34.40
18124,795.37,34.40
18125,795.37,34.40
18126,795.75,34.40
18127,795.75,34.40
18128,794.54,34.40
18129,794.54,34.40
18130,794.54,34.40
18131,798.10,34.40
18132,798.10,34.40
18133,790.42,34.40
18134,790.42,34.40
18135,340.66,44.01
18136,340.66,44.01
18137,99.77,44.03
18138,99.77,44.03
18139,100.18,20.78
18140,100.18,20.78
18141,332.44,16.28
18142,332.44,16.28
18143,702.27,18.04
18144,702.27,18.04
18145,100.24,7.57
18146,100.24,7.57
18147,529.74,11.51
18148,529.74,11.51
18149,796.80,11.51
18150,796.80,11.51
18151,451.60,14.32
18152,451.60,14.32
18153,99.92,15.98
18154,99.92,15.98
18155,100.10,17.03
18156,100.10,17.03
18157,99.82,20.57
18158,99.82,20.57
18159,100.36,29.16
18160,100.36,29.16
18161,690.08,33.02
18162,690.08,33.02
18163,798.33,33.02
18164,798.33,33.02
18165,795.19,33.02
18166,795.19,33.02
18167,800.38,33.02
18168,800.38,33.02
18169,794.41,33.02
18170,794.41,33.02
18171,796.08,33.02
18172,796.08,33.02
18173,798.11,33.02
18174,798.11,33.02
18175,794.64,33.02
18176,794.64,33.02
18177,796.34,33.02
18178,796.34,33.02
18179,800.86,33.02
18180,800.86,33.02
18181,796.23,33.02
18182,796.23,33.02
18183,662.41,40.64
18184,662.41,40.64
18185,100.00,42.63
18186,100.00,42.63
18187,100.24,42.65
18188,100.24,42.65
18189,100.24,42.65
18190,100.30,15.16
18191,100.30,15.16
18192,446.77,19.68
18193,446.77,19.68
18194,795.02,19.68
18195,795.02,19.68
18196,580.40,22.58
18197,580.40,22.58
18198,144.26,9.32
18199,144.26,9.32
18200,795.90,9.32
18201,795.90,9.32
18202,177.51,9.94
18203,177.51,9.94
18204,100.34,14.53
18205,100.34,14.53
18206,100.35,18.08
18207,100.35,18.08
18208,99.93,21.64
18209,99.93,21.64
18210,505.47,31.33
18211,505.47,31.33
18212,797.63,31.33
18213,797.63,31.33
18214,798.77,31.33
18215,798.77,31.33
18216,795.14,31.33
18217,795.14,31.33
18218,798.45,31.33
18219,798.45,31.33
18220,796.80,31.33
18221,796.80,31.33
18222,797.04,31.33
18223,797.04,31.33
18224,795.68,31.33
18225,795.68,31.33
18226,798.02,31.33
18227,798.02,31.33
18228,795.61,31.33
18229,795.61,31.33
18230,798.66,31.33
18231,798.66,31.33
18232,560.54,33.88
18233,560.54,33.88
18234,105.47,40.76
18235,105.47,40.76
18236,100.24,40.77
18237,100.24,40.77
18238,100.32,15.58
18239,100.32,15.58
18240,100.32,15.58
18241,100.12,22.37
18242,100.12,22.37
18243,746.77,23.34
18244,746.77,23.34
18245,796.21,23.34
18246,796.21,23.34
18247,797.60,23.34
18248,797.60,23.34
18249,715.79,23.59
18250,715.79,23.59
18251,109.75,10.07
18252,109.75,10.07
18253,389.07,5.45
18254,389.07,5.45
18255,99.69,12.33
18256,99.69,12.33
18257,100.63,15.91
18258,100.63,15.91
18259,100.08,19.52
18260,100.08,19.52
18261,516.87,28.69
18262,516.87,28.69
18263,794.84,28.69
18264,794.84,28.69
18265,799.27,28.70
18266,799.27,28.70
18267,798.41,28.70
18268,798.41,28.70
18269,792.55,28.70
18270,792.55,28.70
18271,797.11,28.70
18272,797.11,28.70
18273,798.83,28.70
18274,798.83,28.70
18275,794.34,28.70
18276,794.34,28.70
18277,791.20,28.70
18278,791.20,28.70
18279,801.18,28.70
18280,801.18,28.70
18281,797.09,28.70
18282,797.09,28.70
18283,483.68,37.56
18284,483.68,37.56
18285,100.08,37.57
18286,100.08,37.57
18287,100.30,37.58
18288,100.30,37.58
18289,99.84,17.27
18290,99.84,17.27
18291,100.01,21.22
18292,100.01,21.22
18293,638.98,26.88
18294,638.98,26.88
18295,797.10,26.88
18296,797.10,26.88
18297,796.74,26.88
18298,796.74,26.88
18299,794.34,26.88
18300,794.34,26.88
18301,794.34,26.88
18302,796.47,26.88
18303,796.47,26.88
18304,595.18,32.44
18305,595.18,32.44
18306,100.23,32.44
18307,100.23,32.44
18308,237.12,8.54
18309,237.12,8.54
18310,100.06,12.61
18311,100.06,12.61
18312,100.08,16.27
18313,100.08,16.27
18314,407.26,25.24
18315,407.26,25.24
18316,798.96,25.24
18317,798.96,25.24
18318,795.03,25.24
18319,795.03,25.24
18320,796.31,25.24
18321,796.31,25.24
18322,797.17,25.24
18323,797.17,25.24
18324,794.51,25.24
18325,794.51,25.24
18326,797.03,25.24
18327,797.03,25.24
18328,798.81,25.24
18329,798.81,25.24
18330,796.55,25.24
18331,796.55,25.24
18332,394.55,33.20
18333,394.55,33.20
18334,100.02,33.21
18335,100.02,33.21
18336,99.58,22.21
18337,99.58,22.21
18338,100.09,19.25
18339,100.09,19.25
18340,100.54,23.10
18341,100.54,23.10
18342,593.02,30.16
18343,593.02,30.16
18344,795.49,30.16
18345,795.49,30.16
18346,795.30,30.16
18347,795.30,30.16
18348,799.23,30.16
18349,799.23,30.16
18350,796.05,30.16
18351,796.05,30.16
18352,796.30,30.16
18353,796.30,30.16
18354,796.56,30.16
18355,796.56,30.16
18356,229.12,37.12
18357,229.12,37.12
18358,172.81,2.62
18359,172.81,2.62
18360,100.24,10.04
18361,100.24,10.04
18362,100.24,10.04
18363,100.32,13.82
18364,100.32,13.82
18365,367.08,22.18
18366,367.08,22.18
18367,796.69,22.19
18368,796.69,22.19
18369,799.13,22.19
18370,799.13,22.19
18371,794.01,22.19
18372,794.01,22.19
18373,798.23,22.19
18374,798.23,22.19
18375,795.12,22.19
18376,795.12,22.19
18377,792.45,22.19
18378,792.45,22.19
18379,692.94,22.19
18380,692.94,22.19
18381,113.73,29.13
18382,113.73,29.13
18383,100.19,17.95
18384,100.19,17.95
18385,100.20,18.00
18386,100.20,18.00
18387,99.73,21.66
18388,99.73,21.66
18389,110.25,32.20
18390,110.25,32.20
18391,795.96,32.20
18392,795.96,32.20
18393,796.05,32.20
18394,796.05,32.20
18395,795.54,32.20
18396,795.54,32.20
18397,795.72,32.20
18398,795.72,32.20
18399,796.53,32.20
18400,796.53,32.20
18401,793.11,32.20
18402,793.11,32.20
18403,796.63,32.20
18404,796.63,32.20
18405,798.22,32.20
18406,798.22,32.20
18407,693.87,32.20
18408,693.87,32.20
18409,166.65,40.16
18410,166.65,40.16
18411,100.21,40.18
18412,100.21,40.18
18413,207.22,6.63
18414,207.22,6.63
18415,99.81,10.67
18416,99.81,10.67
18417,345.20,18.00
18418,345.20,18.00
18419,798.76,18.00
18420,798.76,18.00
18421,798.77,18.00
18422,798.77,18.00
18423,798.77,18.00
18424,793.90,18.00
18425,793.90,18.00
18426,793.94,18.00
18427,793.94,18.00
18428,785.69,18.00
18429,785.69,18.00
18430,231.42,23.56
18431,231.42,23.56
18432,100.18,15.56
18433,100.18,15.56
18434,99.67,17.32
18435,99.67,17.32
18436,100.36,20.90
18437,100.36,20.90
18438,100.08,24.50
18439,100.08,24.50
18440,549.20,33.50
18441,549.20,33.50
