,cpu,mem
868,778.45,33.20
869,778.45,33.20
870,783.79,33.20
871,783.79,33.20
872,613.73,33.20
873,613.73,33.20
874,123.69,42.81
875,123.69,42.81
876,100.07,42.83
877,100.07,42.83
878,100.15,13.98
879,100.15,13.98
880,294.27,19.03
881,294.27,19.03
882,779.23,19.03
883,779.23,19.03
884,631.92,21.72
885,631.92,21.72
886,100.53,7.63
887,100.53,7.63
888,716.55,9.58
889,716.55,9.58
890,338.43,7.79
891,338.43,7.79
892,100.00,13.86
893,100.00,13.86
894,122.11,17.29
895,122.11,17.29
896,100.60,20.73
897,100.60,20.73
898,202.91,32.04
899,202.91,32.04
900,779.57,32.04
901,779.57,32.04
902,781.98,32.04
903,781.98,32.04
904,777.74,32.04
905,777.74,32.04
906,781.49,32.04
907,781.49,32.04
908,780.63,32.04
909,780.63,32.04
910,776.24,32.04
911,776.24,32.04
912,777.96,32.04
913,777.96,32.04
914,777.96,32.04
915,778.61,32.04
916,778.61,32.04
917,775.45,32.04
918,775.45,32.04
919,781.10,32.04
920,781.10,32.04
921,778.48,32.04
922,778.48,32.04
923,278.92,41.65
924,278.92,41.65
925,100.14,41.67
926,100.14,41.67
927,99.38,41.68
928,99.38,41.68
929,100.92,16.83
930,100.92,16.83
931,349.67,22.75
932,349.67,22.75
933,774.38,22.75
934,774.38,22.75
935,781.38,22.75
936,781.38,22.75
937,730.46,22.75
938,730.46,22.75
939,131.08,19.53
940,131.08,19.53
941,460.31,8.92
942,460.31,8.92
943,100.17,11.56
944,100.17,11.56
945,100.97,15.05
946,100.97,15.05
947,100.17,18.56
948,100.17,18.56
949,216.37,29.40
950,216.37,29.40
951,778.02,29.40
952,778.02,29.40
953,781.45,29.40
954,781.45,29.40
955,781.45,29.40
956,779.14,29.40
957,779.14,29.40
958,767.14,29.40
959,767.14,29.40
960,788.14,29.40
961,788.14,29.40
962,779.19,29.40
963,779.19,29.40
964,781.27,29.40
965,781.27,29.40
966,778.18,29.40
967,778.18,29.40
968,777.88,29.40
969,777.88,29.40
970,780.87,29.40
971,780.87,29.40
972,388.06,38.44
973,388.06,38.44
974,99.85,38.45
975,99.85,38.45
976,100.32,19.49
977,100.32,19.49
978,100.31,17.46
979,100.31,17.46
980,100.33,23.37
981,100.33,23.37
982,708.24,26.17
983,708.24,26.17
984,771.76,26.17
985,771.76,26.17
986,783.30,26.17
987,783.30,26.17
988,777.74,26.17
989,777.74,26.17
990,781.71,26.17
991,781.71,26.17
992,233.50,31.44
993,233.50,31.44
994,246.30,3.26
995,246.30,3.26
996,100.66,10.91
997,100.66,10.91
998,100.97,14.52
999,100.97,14.52
1000,100.27,19.67
1001,100.27,19.67
1002,615.42,26.27
1003,615.42,26.27
1004,781.04,26.27
1005,781.04,26.27
1006,781.04,26.27
1007,779.12,26.27
1008,779.12,26.27
1009,778.31,26.27
1010,778.31,26.27
1011,781.66,26.27
1012,781.66,26.27
1013,777.47,26.27
1014,777.47,26.27
1015,776.58,26.27
1016,776.58,26.27
1017,781.61,26.27
1018,781.61,26.27
1019,775.73,26.27
1020,775.73,26.27
1021,497.23,34.59
1022,497.23,34.59
1023,99.96,34.60
1024,99.96,34.60
1025,100.83,19.56
1026,100.83,19.56
1027,99.79,18.12
1028,99.79,18.12
1029,100.84,21.93
1030,100.84,21.93
1031,426.98,29.52
1032,426.98,29.52
1033,779.25,29.52
1034,779.25,29.52
1035,779.19,29.52
1036,779.19,29.52
1037,771.92,29.52
1038,771.92,29.52
1039,779.98,29.52
1040,779.98,29.52
1041,780.50,29.52
1042,780.50,29.52
1043,778.54,29.52
1044,778.54,29.52
1045,463.78,36.14
1046,463.78,36.14
1047,100.30,36.16
1048,100.30,36.16
1049,176.42,8.62
1050,176.42,8.62
1051,100.48,12.33
1052,100.48,12.33
1053,100.61,19.46
1054,100.61,19.46
1055,684.03,22.65
1056,684.03,22.65
1057,776.83,22.65
1058,776.83,22.65
1059,774.83,22.65
1060,774.83,22.65
1061,774.37,22.65
1062,774.37,22.65
1063,774.37,22.65
1064,777.36,22.65
1065,777.36,22.65
1066,781.31,22.65
1067,781.31,22.65
1068,779.77,22.65
1069,779.77,22.65
1070,611.87,27.22
1071,611.87,27.22
1072,103.30,29.77
1073,103.30,29.77
1074,100.28,18.45
1075,100.28,18.45
1076,100.10,18.04
1077,100.10,18.04
1078,100.15,21.73
1079,100.15,21.73
1080,143.24,31.81
1081,143.24,31.81
1082,781.77,31.81
1083,781.77,31.81
1084,778.87,31.81
1085,778.87,31.81
1086,777.94,31.81
1087,777.94,31.81
1088,781.38,31.81
1089,781.38,31.81
1090,779.14,31.81
1091,779.14,31.81
1092,778.18,31.81
1093,778.18,31.81
1094,780.00,31.81
1095,780.00,31.81
1096,777.80,31.81
1097,777.80,31.81
1098,263.58,39.60
1099,263.58,39.60
1100,99.72,39.61
1101,99.72,39.61
1102,215.29,6.19
1103,215.29,6.19
1104,100.55,10.55
1105,100.55,10.55
1106,190.39,18.86
1107,190.39,18.86
1108,775.22,18.86
1109,775.22,18.86
1110,780.25,18.86
1111,780.25,18.86
1112,779.34,18.86
1113,779.34,18.86
1114,773.83,18.86
1115,773.83,18.86
1116,786.75,18.86
1117,786.75,18.86
1118,615.01,24.70
1119,615.01,24.70
1120,615.01,24.70
1121,100.40,24.72
1122,100.40,24.72
1123,100.66,21.47
1124,100.66,21.47
1125,100.41,19.36
1126,100.41,19.36
1127,99.84,22.92
1128,99.84,22.92
1129,160.47,33.77
1130,160.47,33.77
1131,771.34,33.77
1132,771.34,33.77
1133,781.89,33.77
1134,781.89,33.77
1135,779.14,33.77
1136,779.14,33.77
1137,779.69,33.78
1138,779.69,33.78
1139,778.52,33.78
1140,778.52,33.78
1141,781.67,33.78
1142,781.67,33.78
1143,781.95,33.78
1144,781.95,33.78
1145,773.62,33.78
1146,773.62,33.78
1147,779.98,33.78
1148,779.98,33.78
1149,781.21,33.78
1150,781.21,33.78
1151,410.99,42.04
1152,410.99,42.04
1153,100.33,42.40
1154,100.33,42.40
1155,100.31,10.99
1156,100.31,10.99
1157,388.99,6.36
1158,388.99,6.36
1159,100.08,10.02
1160,100.08,10.02
1161,502.50,15.29
1162,502.50,15.29
1163,776.73,15.29
1164,776.73,15.29
1165,778.57,15.29
1166,778.57,15.29
1167,778.89,15.29
1168,778.89,15.29
1169,383.27,19.74
1170,383.27,19.74
1171,100.88,14.88
1172,100.88,14.88
1173,100.22,17.02
1174,100.22,17.02
1175,100.22,17.02
1176,100.68,20.50
1177,100.68,20.50
1178,100.38,24.02
1179,100.38,24.02
1180,430.64,34.06
1181,430.64,34.06
1182,776.41,34.06
1183,776.41,34.06
1184,784.78,34.06
1185,784.78,34.06
1186,779.85,34.06
1187,779.85,34.06
1188,776.65,34.06
1189,776.65,34.06
1190,779.98,34.06
1191,779.98,34.06
1192,777.26,34.06
1193,777.26,34.06
1194,776.99,34.06
1195,776.99,34.06
1196,778.83,34.06
1197,778.83,34.06
1198,778.38,34.06
1199,778.38,34.06
1200,779.94,34.06
1201,779.94,34.06
1202,544.36,43.10
1203,544.36,43.10
1204,100.81,43.49
1205,100.81,43.49
1206,99.79,43.50
1207,99.79,43.50
1208,150.16,15.11
1209,150.16,15.11
1210,700.65,16.57
1211,700.65,16.57
1212,100.20,7.89
1213,100.20,7.89
1214,502.12,12.13
1215,502.12,12.13
1216,778.77,12.13
1217,778.77,12.13
1218,655.69,15.24
1219,655.69,15.24
1220,99.88,12.11
1221,99.88,12.11
1222,100.95,15.74
1223,100.95,15.74
1224,100.84,19.22
1225,100.84,19.22
1226,100.58,22.70
1227,100.58,22.70
1228,342.20,33.31
1229,342.20,33.31
1230,781.29,33.31
1231,781.29,33.31
1232,781.29,33.31
1233,779.17,33.31
1234,779.17,33.31
1235,781.18,33.31
1236,781.18,33.31
1237,780.82,33.31
1238,780.82,33.31
1239,776.90,33.31
1240,776.90,33.31
1241,781.29,33.31
1242,781.29,33.31
1243,778.31,33.31
1244,778.31,33.31
1245,775.85,33.31
1246,775.85,33.31
1247,779.17,33.31
1248,779.17,33.31
1249,778.26,33.31
1250,778.26,33.31
1251,777.84,33.31
1252,777.84,33.31
1253,434.82,42.91
1254,434.82,42.91
1255,99.94,42.93
1256,99.94,42.93
1257,100.12,42.94
1258,100.12,42.94
1259,100.33,16.11
1260,100.33,16.11
1261,710.97,18.72
1262,710.97,18.72
1263,766.64,20.70
1264,766.64,20.70
1265,118.78,6.68
1266,118.78,6.68
1267,541.86,9.73
1268,541.86,9.73
1269,580.87,11.68
1270,580.87,11.68
1271,100.37,13.83
1272,100.37,13.83
1273,100.49,15.91
1274,100.49,15.91
1275,100.52,19.40
1276,100.52,19.40
1277,100.60,25.59
1278,100.60,25.59
1279,610.89,32.13
1280,610.89,32.13
1281,780.07,32.13
1282,780.07,32.13
1283,782.45,32.13
1284,782.45,32.13
1285,777.49,32.13
1286,777.49,32.13
1287,776.82,32.13
1288,776.82,32.13
1289,776.82,32.13
1290,781.44,32.13
1291,781.44,32.13
1292,778.46,32.13
1293,778.46,32.13
1294,780.40,32.13
1295,780.40,32.13
1296,774.45,32.13
1297,774.45,32.13
1298,785.72,32.13
1299,785.72,32.13
1300,777.11,32.13
1301,777.11,32.13
1302,760.68,32.13
1303,760.68,32.13
1304,183.74,41.76
1305,183.74,41.76
1306,100.42,41.76
1307,100.42,41.76
1308,100.84,22.51
1309,100.84,22.51
1310,100.93,17.92
1311,100.93,17.92
1312,575.64,22.38
1313,575.64,22.38
1314,777.64,22.38
1315,777.64,22.38
1316,769.45,22.38
1317,769.45,22.38
1318,397.63,26.20
1319,397.63,26.20
1320,315.14,8.06
1321,315.14,8.06
1322,300.10,9.19
1323,300.10,9.19
1324,100.41,13.72
1325,100.41,13.72
1326,100.76,17.27
1327,100.76,17.27
1328,100.69,23.51
1329,100.69,23.51
1330,624.64,29.46
1331,624.64,29.46
1332,781.50,29.46
1333,781.50,29.46
1334,779.91,29.46
1335,779.91,29.46
1336,778.15,29.46
1337,778.15,29.46
1338,780.08,29.46
1339,780.08,29.46
1340,780.17,29.46
1341,780.17,29.46
1342,778.09,29.46
1343,778.09,29.46
1344,780.66,29.46
1345,780.66,29.46
1346,780.66,29.46
1347,778.05,29.46
1348,778.05,29.46
1349,780.59,29.46
1350,780.59,29.46
1351,600.48,36.73
1352,600.48,36.73
1353,100.32,38.51
1354,100.32,38.51
1355,100.62,38.52
1356,100.62,38.52
1357,100.57,16.40
1358,100.57,16.40
1359,100.85,20.16
